event_id,permno,symbol,entry_date,block,cluster,title
EV-011687,13511,PANW,2017-02-01,2017-02,10,Trump Will Not Sign Executive Order On Cyber Security On Tuesday
EV-011688,61241,AMD,2017-02-01,2017-02,5,"AMD Reports Q4 Adj. EPS $(0.01) vs $(0.02) Est., Sales $1.11B vs $1.07B Est."
EV-011689,61241,AMD,2017-02-01,2017-02,1,"AMD Sees Q1 Sales Down 11% QoQ, +/- 3%"
EV-011690,86580,NVDA,2017-02-01,2017-02,1,"AMD Shares Down 3% Following Earnings, Guidance; NVIDIA Shares Down 1%"
EV-011691,61241,AMD,2017-02-01,2017-02,1,"AMD Shares Down 3% Following Earnings, Guidance; NVIDIA Shares Down 1%"
EV-011692,61241,AMD,2017-02-01,2017-02,11,"AMD Says Will Grow Annual Sales, Expand Gross Margin and Deliver Non-GAAP Net Income in FY17"
EV-011693,61241,AMD,2017-02-01,2017-02,1,UPDATE: AMD Sees Q1 Inventory Flat vs Q4'16; Sees Inventory Down vs '16
EV-011694,60097,MDT,2017-02-01,2017-02,4,Medtronic Said To Prepare Sale Of Medical Supplies Business
EV-011695,90215,CRM,2017-02-01,2017-02,8,Benzinga's Option Alert Recap From January 31
EV-011696,90215,CRM,2017-02-02,2017-02,0,Watch These 7 Huge Call Purchases In Wednesday Trade
EV-011697,85914,BBY,2017-02-02,2017-02,6,"Earnings Scheduled For February 1, 2017"
EV-011698,85914,BBY,2017-02-02,2017-02,13,"12 Must Watch Stocks for February 1, 2017"
EV-011699,61241,AMD,2017-02-02,2017-02,13,"12 Must Watch Stocks for February 1, 2017"
EV-011700,88360,MRVL,2017-02-02,2017-02,17,UBS Upgrades Marvell Technology Group To Buy
EV-011701,90215,CRM,2017-02-02,2017-02,11,Wall Street's M&A Chatter From January 31
EV-011702,14434,MBUU,2017-02-02,2017-02,5,"Malibu Boats Reports Q2 Adj. EPS $0.38 vs $0.33 Est., Sales $67.7M vs $64.6M Est."
EV-011703,15145,BOX,2017-02-02,2017-02,12,22 Stocks Moving In Wednesday's Pre-Market Session
EV-011704,60097,MDT,2017-02-02,2017-02,4,Medtronic Reports CardioInsight Mapping Solution Cleared by FDA
EV-011705,61241,AMD,2017-02-02,2017-02,11,Advanced Micro Devices Q4 Report Reaffirms Bullish Thesis
EV-011706,61241,AMD,2017-02-02,2017-02,10,"The Market In 5 Minutes: Neil Gorsuch, Apple And #TheFinalYolo"
EV-011707,90215,CRM,2017-02-02,2017-02,10,"The Market In 5 Minutes: Neil Gorsuch, Apple And #TheFinalYolo"
EV-011708,88360,MRVL,2017-02-02,2017-02,9,"Benzinga's Top Upgrades, Downgrades For February 1, 2017"
EV-011709,61241,AMD,2017-02-02,2017-02,14,Advanced Micro Devices Doesn't Have Any Room To Miss In 2017
EV-011710,88360,MRVL,2017-02-02,2017-02,14,Marvell Surrenders Some Early Gains After Upgrade
EV-011711,83976,ANF,2017-02-02,2017-02,15,8-K from Abercrombie & Fitch Shows Fran Horowitz Named as CEO
EV-011712,90215,CRM,2017-02-02,2017-02,8,Benzinga's Option Alert Recap From February 1
EV-011713,90215,CRM,2017-02-03,2017-02,0,Watch These 10 Huge Call Purchases In Thursday Trade
EV-011714,77462,M,2017-02-03,2017-02,15,Macy's Said to be Approached Regarding Potential Sale -NY Post
EV-011715,14182,BURL,2017-02-03,2017-02,15,"Jim Cramer Gives His Opinion On CSX, JetBlue, Gilead And Burlington Stores"
EV-011716,14393,SNOW,2017-02-03,2017-02,5,"Intrawest Q2 EPS $(0.47) vs $(0.52) Est, Revenue $121.16M vs $112.06M Est"
EV-011717,14393,SNOW,2017-02-03,2017-02,5,Intrawest Sees FY 2017 Revenue $555M to $585M vs $576.6M Est
EV-011718,79881,URBN,2017-02-03,2017-02,16,Goldman Sachs Downgrades Urban Outfitters To Sell
EV-011719,53613,MU,2017-02-03,2017-02,17,Micron Technology Holding Analyst/Investor Day Today
EV-011720,77462,M,2017-02-03,2017-02,12,22 Stocks Moving In Thursday's Pre-Market Session
EV-011721,92203,LULU,2017-02-03,2017-02,16,Goldman Sachs Upgrades Lululemon Athletica To Neutral
EV-011722,93096,DG,2017-02-03,2017-02,11,3 Biggest Regulatory Cliffhangers Left By The Obama Administration
EV-011723,81481,DLTR,2017-02-03,2017-02,11,3 Biggest Regulatory Cliffhangers Left By The Obama Administration
EV-011724,77462,M,2017-02-03,2017-02,10,"The Market In 5 Minutes: Facebook Beats, Trump Tweets"
EV-011725,79881,URBN,2017-02-03,2017-02,9,"Benzinga's Top Upgrades, Downgrades For February 2, 2017"
EV-011726,90215,CRM,2017-02-03,2017-02,14,"CLSA Out Positive On Salesforce, Calls It Top Pick On Canadian Launch Of Cloud Services On Amazon's AWS"
EV-011727,13323,ENPH,2017-02-03,2017-02,10,Axiom's Gordon Johnson On Why PV Installations In The U.S. Could Be Cooling
EV-011728,12873,P,2017-02-03,2017-02,18,"Pandora Shares Up 1.08%, Sirius XM Up 0.63%; CNBC Reporting Pandora Advisors Focusing On Others Before Fully Engaging With Sirius XM For Potential Deal"
EV-011729,77462,M,2017-02-03,2017-02,15,"Rough Day For Retail: Ralph Lauren's CEO Steps Down, Macy's Board A Mess"
EV-011730,12873,P,2017-02-03,2017-02,18,Pandora On Reports It Has Been Approached By Sirius XM Says As A Policy It Doesn't Comment On Rumors Or Speculation
EV-011731,14040,S,2017-02-03,2017-02,3,Mid-Day Market Update: Shutterfly Drops On Downbeat Earnings; Mead Johnson Shares Spike Higher
EV-011732,77462,M,2017-02-03,2017-02,19,18 Biggest Mid-Day Gainers For Thursday
EV-011733,53613,MU,2017-02-03,2017-02,17,"Micron Reports on Upcoming Retirement of CEO, Mark Duncan"
EV-011734,53613,MU,2017-02-03,2017-02,17,Micron Tech Says CEO Mark Durcan To Retire
EV-011735,53613,MU,2017-02-03,2017-02,17,"UPDATE: Micron Has Formed Special Committee to Oversee Succession Process, Has Initiated Search for Next CEO"
EV-011736,61241,AMD,2017-02-03,2017-02,1,"Seeing Notable Block Trades In AMD, Blocks of 1.2M and 700K at $12.63"
EV-011737,12873,P,2017-02-03,2017-02,18,"TechCrunch Reporting Spotify May Delay IPO To 2018, Will Rethink Licensing Deals"
EV-011738,14040,S,2017-02-03,2017-02,3,Mid-Afternoon Market Update: Weatherford Rises Following Q4 Results; Ralph Lauren Shares Plunge
EV-011739,32870,HRL,2017-02-03,2017-02,14,"As Bacon Reserves Hit 50-Year Low, Expert Says Not To Worry"
EV-011740,90215,CRM,2017-02-03,2017-02,18,Traders Circulating IBD Story from Mid-Day Thursday 'Could Google Bid For Salesforce.com Despite Amazon Cloud Pact?'
EV-011741,90215,CRM,2017-02-03,2017-02,18,"Gasparino: Bankers Talk Twitter Sale, But Price Would Need To Come Down"
EV-011742,13511,PANW,2017-02-03,2017-02,18,"Palo Alto Shares Spiking Higher, Fortinet and FireEye Reported Earnings After Hours"
EV-011743,78975,INTU,2017-02-03,2017-02,10,"Amid Threats Of Swamp Draining, Boom Times lLoom For Lobby-Heavy Stocks"
EV-011744,12873,P,2017-02-03,2017-02,8,Benzinga's Option Alert Recap From February 2
EV-011745,77462,M,2017-02-03,2017-02,8,Benzinga's Option Alert Recap From February 2
EV-011746,13511,PANW,2017-02-03,2017-02,8,Benzinga's Option Alert Recap From February 2
EV-011747,90215,CRM,2017-02-03,2017-02,8,Benzinga's Option Alert Recap From February 2
EV-011748,12873,P,2017-02-06,2017-02,0,Watch These 8 Huge Call Purchases In Friday Trade
EV-011749,77462,M,2017-02-06,2017-02,0,Watch These 8 Huge Call Purchases In Friday Trade
EV-011750,13511,PANW,2017-02-06,2017-02,0,Watch These 8 Huge Put Purchases In Friday Trade
EV-011751,77462,M,2017-02-06,2017-02,18,Wall Street's M&A Chatter From February 2
EV-011752,88790,ARRY,2017-02-06,2017-02,16,JP Morgan Downgrades Array BioPharma To Neutral
EV-011753,78975,INTU,2017-02-06,2017-02,17,Intuit Signs New Data-Exchange Agreement With Wells Fargo Which Allows Wells Fargo Customers To Use API When Importing Bank Information
EV-011754,92203,LULU,2017-02-06,2017-02,16,KeyBanc Downgrades Lululemon Athletica To Sector Weight
EV-011755,93096,DG,2017-02-06,2017-02,15,"Dollar General Plans to Create ~10,000 New Jobs in 2017"
EV-011756,86580,NVDA,2017-02-06,2017-02,9,"Benzinga's Top Upgrades, Downgrades For February 3, 2017"
EV-011757,77462,M,2017-02-06,2017-02,10,Hearing Macy's in Early Talks for Takeover of Hudsons Bay
EV-011758,77462,M,2017-02-06,2017-02,15,"Macy's Shares Halted, Awaiting Additional Information"
EV-011759,77462,M,2017-02-06,2017-02,15,Retail Stocks Respond to Report of Macy's Approach by Hudsons Bay: SPDR S&P Retail ETF Now Up 1.5%
EV-011760,77606,KSS,2017-02-06,2017-02,15,Retail Stocks Respond to Report of Macy's Approach by Hudsons Bay: SPDR S&P Retail ETF Now Up 1.5%
EV-011761,77462,M,2017-02-06,2017-02,15,"Macy's Shares Resume, Continue Higher, Now Up 7-9%"
EV-011762,77462,M,2017-02-06,2017-02,15,Report: Hudson's Bay Makes Macy's An Offer
EV-011763,77606,KSS,2017-02-06,2017-02,15,Report: Hudson's Bay Makes Macy's An Offer
EV-011764,77462,M,2017-02-06,2017-02,10,Nordstrom The Latest To Cut Business Ties With A Trump
EV-011765,76839,FIZZ,2017-02-06,2017-02,18,National Beverage Shares Spike to Session Highs as Traders Circulating Word of Positive Mention from Daily Wealth Newsletter on Agora
EV-011766,77462,M,2017-02-06,2017-02,15,"Macy's Tells Benzinga They Do Not Comment On Rumors & Speculation, Regarding Earlier Report From Dow Jones Saying Hudson's Bay Approached Company For Takeover"
EV-011767,77462,M,2017-02-06,2017-02,15,"CNBC's David Faber Tweets 'On Macy's:sources tell me one meeting w/Hudson Bay.$M willing to listen.Smaller $HBC likely needs equity partner. Chances? ""unlikely"".'"
EV-011768,77462,M,2017-02-06,2017-02,15,Sears Offers Short Squeeze Preview Following Macy's News
EV-011769,86580,NVDA,2017-02-06,2017-02,10,"Barron's Picks And Pans: Chipotle, Snap, AMD And More"
EV-011770,61241,AMD,2017-02-06,2017-02,10,"Barron's Picks And Pans: Chipotle, Snap, AMD And More"
EV-011771,92322,ULTA,2017-02-07,2017-02,10,Jim Cramer Advises His Viewers On Estee Lauder And Ralph Lauren
EV-011772,77462,M,2017-02-07,2017-02,11,Wall Street's M&A Chatter From February 3-6
EV-011773,86580,NVDA,2017-02-07,2017-02,16,Roth Capital Downgrades NVIDIA To Neutral
EV-011774,77175,AMSC,2017-02-07,2017-02,5,"AMSC Reports Q3 EPS $(0.21) vs. Est. $(0.32), Rev. $27.1M vs. Est. $25.4M"
EV-011775,77175,AMSC,2017-02-07,2017-02,5,"AMSC Sees Q4 Rev. $22-$26M vs. Est. $26M, EPS ~$(0.36) vs. Est. $(0.38)"
EV-011776,12873,P,2017-02-07,2017-02,10,Here's How Pandora Could Return To Profitability This Year
EV-011777,77462,M,2017-02-07,2017-02,10,The Market In 5 Minutes: One For The Thumb
EV-011778,60097,MDT,2017-02-07,2017-02,4,"Medtronic Awarded Contract By U.S. Dept. Of Veteran Affairas, Terms Not Disclosed"
EV-011779,60097,MDT,2017-02-07,2017-02,4,"Earlier This Morning, Medtronic Filed For Debt Securities Shelf Offering, Size Not Disclosed"
EV-011780,86580,NVDA,2017-02-07,2017-02,9,"Benzinga's Top Upgrades, Downgrades For February 6, 2017"
EV-011781,86580,NVDA,2017-02-07,2017-02,19,7 Biggest Price Target Changes For Monday
EV-011782,77462,M,2017-02-07,2017-02,15,How Reports Of A Potential Macy's Takeover Reshape The Real Estate Scenario
EV-011783,61241,AMD,2017-02-07,2017-02,1,SeekingAlpha Post Suggests New Info On Reported Intel And AMD Collaboration
EV-011784,93096,DG,2017-02-07,2017-02,15,"Bernstein Says Dollar General Could Be Takeover Candidate For Amazon, Believes Company Would Help Amazon Solve 'Final Mile' With National Footprint and Logistic Fit"
EV-011785,77175,AMSC,2017-02-07,2017-02,18,"Oppenheimer Out Positive On American Superconductor After Reporting 'Strong' Quarter, Says They Remain Constructive On Shares As They Believe Co. Is Pursuing A Solid Strategy"
EV-011786,61241,AMD,2017-02-07,2017-02,1,Advanced Micro Devices Continues To Rip On Potential Intel Deal
EV-011787,86580,NVDA,2017-02-07,2017-02,1,Advanced Micro Devices Continues To Rip On Potential Intel Deal
EV-011788,14803,HQY,2017-02-07,2017-02,5,"HealthEquity Reaffirms FY17 Rev. $174-$178M vs. Est. $177M, EPS $0.38-$0.42 vs. Est. $0.42"
EV-011789,14603,PAHC,2017-02-07,2017-02,5,"Phibro Animal Health Reports Q2 EPS $0.39 vs. Est. $0.35, Rev. $192M vs. Est. $192M"
EV-011790,61241,AMD,2017-02-07,2017-02,8,Benzinga's Option Alert Recap From February 6
EV-011791,14040,S,2017-02-07,2017-02,17,SprinT Enters New $6B Revolving Credit Facility
EV-011792,53613,MU,2017-02-08,2017-02,1,"Micron Technology, SK Hynix, Western Digital Submitted Initial Bids for Toshiba Chip Unit Stake -Reuters"
EV-011793,61241,AMD,2017-02-08,2017-02,0,Watch These 5 Huge Put Purchases In Tuesday Trade
EV-011794,93002,AVGO,2017-02-08,2017-02,17,Brocade Communications Says Received Request for Additional Information from FTC Relating to Merger with Broadcom; Still Expect That Acquisition Will be Consummated in H2 of FY 2017
EV-011795,90215,CRM,2017-02-08,2017-02,11,"Altria, Salesforce, Tesla, Visa: Fast Money Picks For February 7"
EV-011796,93096,DG,2017-02-08,2017-02,15,Bernstein Initiates Coverage On Dollar General At Outperform
EV-011797,85914,BBY,2017-02-08,2017-02,7,"Bernstein Initiates Coverage On Best Buy At Underperform, Announces $34 Price Target"
EV-011798,81481,DLTR,2017-02-08,2017-02,7,"Bernstein Initiates Coverage On Dollar Tree Stores At Underperform, Announces $63 Price Target"
EV-011799,92294,UEC,2017-02-08,2017-02,17,"Uranium Energy Issues Shareholder Letter, CEO Presentation"
EV-011800,92294,UEC,2017-02-08,2017-02,14,UPDATE: Uranium Energy Sends Letter to Holders
EV-011801,13628,WDAY,2017-02-08,2017-02,14,Workday Reports Amazon as New Customer For Human Capital Management And Payroll
EV-011802,13628,WDAY,2017-02-08,2017-02,18,Workday +4.25% Premarket @$89.23 After Announcing Amazon as New Customer
EV-011803,14603,PAHC,2017-02-08,2017-02,17,"Ridgeworth Capital Management Reports 6.57% Passive Stake in Phibro Animal Health as of Dec 31, 2016 in 13G"
EV-011804,16304,NTNX,2017-02-08,2017-02,17,Nutanix Names Wendy M. Pfeiffer as Chief Information Officer
EV-011805,85631,ADSK,2017-02-08,2017-02,17,"Autodesk CEO Carl Bass to Step Down, Board Undergoing Search; Co. Reaffirms Q4 and FY17 Guidance"
EV-011806,93096,DG,2017-02-08,2017-02,11,"The Market In 5 Minutes: GM And Gap Earnings, Retail Sales Data"
EV-011807,14803,HQY,2017-02-08,2017-02,7,"Chardan Capital Initiates Coverage On HealthEquity at Buy, Announces $47.00 Target"
EV-011808,85914,BBY,2017-02-08,2017-02,15,"Bernstein On Broadline, Hardline Retail: Target, Dollar General Favored"
EV-011809,93096,DG,2017-02-08,2017-02,15,"Bernstein On Broadline, Hardline Retail: Target, Dollar General Favored"
EV-011810,81481,DLTR,2017-02-08,2017-02,15,"Bernstein On Broadline, Hardline Retail: Target, Dollar General Favored"
EV-011811,86580,NVDA,2017-02-08,2017-02,1,"Pacific Crest Out Positive On NVIDIA Data Center Sales, Says Should Be Lifted Higher From Amazon and Google Orders"
EV-011812,86580,NVDA,2017-02-08,2017-02,1,A NVIDIA Q4 Earnings Preview: Upside Should Come From EPS Growth
EV-011813,77462,M,2017-02-08,2017-02,15,Hearing Dealreporter Out Saying Private Equity Firms Unlikely To Bid For Macy's
EV-011814,61241,AMD,2017-02-08,2017-02,1,Intel Spokesperson On Reports Company Has Made Deal To License AMD's GPUs Says Company Declines To Comment
EV-011815,86580,NVDA,2017-02-08,2017-02,1,Jim Cramer: NVIDIA Will Prove Its Worth
EV-011816,86580,NVDA,2017-02-08,2017-02,1,"Apple, NVIDIA Near All Time-Highs As Microsoft Remains Under Pressure"
EV-011817,63715,POWL,2017-02-08,2017-02,5,"Powell Industries Reports Q1 EPS $(0.03) vs. Est. $(0.03), Rev. $110.3M vs. Est. $114M"
EV-011818,79881,URBN,2017-02-08,2017-02,15,"Urban Outfitters Reports Q4 Sales $1.03B, Up 2% YoY, vs $1.05B Est.; Comps Flat"
EV-011819,91611,FSLR,2017-02-09,2017-02,17,"Prime Road Group, First Solar Complete 18MW of Solar Farms in Thailand"
EV-011820,90215,CRM,2017-02-09,2017-02,0,Watch These 8 Huge Call Purchases In Wednesday Trade
EV-011821,83976,ANF,2017-02-09,2017-02,0,Watch These 8 Huge Put Purchases In Wednesday Trade
EV-011822,85914,BBY,2017-02-09,2017-02,0,Watch These 8 Huge Put Purchases In Wednesday Trade
EV-011823,77462,M,2017-02-09,2017-02,11,Wall Street's M&A Chatter From February 7
EV-011824,78975,INTU,2017-02-09,2017-02,14,Intuit Halted News Pending
EV-011825,78975,INTU,2017-02-09,2017-02,14,Intuit Cuts Q2 Outlook
EV-011826,78975,INTU,2017-02-09,2017-02,5,"UPDATE: Intuit Cuts Q2 Outlook: Adj. EPS from $0.33-$0.36 to $0.24-$0.25 vs $0.36 Est., Sales from $1.045B-$1.065B to $1.01B-$1.015B vs $1.06B Est."
EV-011827,78975,INTU,2017-02-09,2017-02,5,"Intuit Reaffirms FY17 Outlook: Sales $5B-$5.1B vs $5.06B Est., Adj. EPS $4.30-$4.40 vs $4.35 Est."
EV-011828,78975,INTU,2017-02-09,2017-02,18,Intuit Shares to Resume Trade at 8:20 a.m. EST
EV-011829,78975,INTU,2017-02-09,2017-02,18,"Intuit Shares Resume Trade, Now Down ~3%"
EV-011830,78975,INTU,2017-02-09,2017-02,12,25 Stocks Moving In Wednesday's Pre-Market Session
EV-011831,81481,DLTR,2017-02-09,2017-02,18,"Discount Shares Continue Expansion, Primed To Profit Like It's 2009"
EV-011832,93096,DG,2017-02-09,2017-02,18,"Discount Shares Continue Expansion, Primed To Profit Like It's 2009"
EV-011833,86580,NVDA,2017-02-09,2017-02,14,M Science Out Negative On Nvidia
EV-011834,77462,M,2017-02-09,2017-02,11,"The Market In 5 Minutes: Disney, Gilead Investors Not Too Pleased"
EV-011835,14182,BURL,2017-02-09,2017-02,15,"Wedbush Stays Bullish On Discount Retail, Prefers Burlington Stores"
EV-011836,86580,NVDA,2017-02-09,2017-02,14,Arista Networks Pops to High of $96.50 on Volume
EV-011837,13511,PANW,2017-02-09,2017-02,17,"AT&T, IBM, Nokia, Palo Alto Networks, Symantec and Trustonic Form IoT Cybersecurity Alliance"
EV-011838,13628,WDAY,2017-02-09,2017-02,2,Long-Term Holders Of Ultimate Software: Use Wednesday's Weakness As Buying Opportunity
EV-011839,77462,M,2017-02-09,2017-02,10,White Lace And Pepperoni: You Can Now Register Your Wedding With Domino's
EV-011840,90215,CRM,2017-02-09,2017-02,14,Is Twitter Fighting A Losing Battle Against Trolls?
EV-011841,91611,FSLR,2017-02-09,2017-02,17,Franklin Resources Reports 6% Stake in First Solar
EV-011842,12873,P,2017-02-09,2017-02,10,"A Decade After Leaving Traditional Radio, Howard Stern Is Vindicated"
EV-011843,85914,BBY,2017-02-09,2017-02,14,"Facebook's Oculus Rift Is 'Dead-On-Departure', According To Trip Chowdhry"
EV-011844,88360,MRVL,2017-02-09,2017-02,17,MaxLinear Reports the Purchase of Marvell's G.hn Business for $21M
EV-011845,76279,MTRX,2017-02-09,2017-02,5,"Matrix Service Reports Q2 EPS $0.20 vs $0.30 Est, Revenue $312.7M vs $324.56M Est"
EV-011846,76279,MTRX,2017-02-09,2017-02,5,"Matrix Service Sees FY17 EPS $0.75-$1.05, Sales $1.2B-$1.3B vs $1.36B Est."
EV-011847,83976,ANF,2017-02-09,2017-02,8,Benzinga's Option Alert Recap From February 8
EV-011848,90215,CRM,2017-02-09,2017-02,11,Will Twitter's Chirp Resonate With Investors? A Q4 Earnings Preview
EV-011849,24441,CDE,2017-02-09,2017-02,17,Coeur Reports FY16 Year-End Reserves Increased 13% To 176.6M Ounces And Gold Reserves Increased 4% To 2.5M Ounces
EV-011850,83976,ANF,2017-02-10,2017-02,0,Watch These 5 Huge Put Purchases In Thursday Trade
EV-011851,12873,P,2017-02-10,2017-02,6,"Earnings Scheduled For February 9, 2017"
EV-011852,86580,NVDA,2017-02-10,2017-02,6,"Earnings Scheduled For February 9, 2017"
EV-011853,53613,MU,2017-02-10,2017-02,18,Toshiba Receives Bid as High as $3.6B for 19.9% Stake in Flash Memory Business -Reuters
EV-011854,86580,NVDA,2017-02-10,2017-02,13,"12 Stocks To Watch For February 9, 2017"
EV-011855,12873,P,2017-02-10,2017-02,13,"12 Stocks To Watch For February 9, 2017"
EV-011856,92322,ULTA,2017-02-10,2017-02,7,"Loop Capital Initiates Coverage On Ulta Beauty At Hold, Announces $285 Price Target"
EV-011857,14544,LE,2017-02-10,2017-02,5,"Lands' End Reports Prelim. Q4 EPS $(3.08)-$(2.90), Adj. EBITDA ~$30M"
EV-011858,86580,NVDA,2017-02-10,2017-02,11,A Peek Into The Markets: U.S. Stock Futures Rise; Twitter Sales Miss Views
EV-011859,12873,P,2017-02-10,2017-02,11,A Peek Into The Markets: U.S. Stock Futures Rise; Twitter Sales Miss Views
EV-011860,89213,WOOF,2017-02-10,2017-02,5,"VCA Inc. Reports Q4 EPS $0.58 vs. Est. $0.60, Rev. $643.1M vs. Est. $642M"
EV-011861,88790,ARRY,2017-02-10,2017-02,5,"Array BioPharma Reports Q2 EPS $(0.14) vs $(0.18) Est., Sales $44.523M vs $31M Est."
EV-011862,92322,ULTA,2017-02-10,2017-02,9,"Benzinga's Top Upgrades, Downgrades For February 9, 2017"
EV-011863,24441,CDE,2017-02-10,2017-02,3,Mid-Morning Market Update: Markets Open Higher; Twitter Q4 Sales Miss Expectations
EV-011864,76279,MTRX,2017-02-10,2017-02,3,Mid-Morning Market Update: Markets Open Higher; Twitter Q4 Sales Miss Expectations
EV-011865,53613,MU,2017-02-10,2017-02,18,Micron Technology Up More Than 2% After Earlier Bank Of America Upgrade To Buy
EV-011866,92322,ULTA,2017-02-10,2017-02,10,"Ulta Beauty Is Queen Of Its Category In The U.S., But Wait For A Better Entry Point"
EV-011867,88790,ARRY,2017-02-10,2017-02,11,Array Biopharma Higher After Q4 Beat
EV-011868,76279,MTRX,2017-02-10,2017-02,3,Mid-Day Market Update: Dow Rise Over 100 Points; Vista Outdoor Shares Slide
EV-011869,92294,UEC,2017-02-10,2017-02,11,"Watching Uranium-Related Stocks as Hearing Late Jan. Call Between Trump, Putin Denounced US-Russian Treaty Limiting Deployment of Nuclear Warheads"
EV-011870,14040,S,2017-02-10,2017-02,14,"Verizon's Network Has A New Top Competitor, And It's Not AT&T"
EV-011871,24441,CDE,2017-02-10,2017-02,19,20 Biggest Mid-Day Losers For Thursday
EV-011872,76279,MTRX,2017-02-10,2017-02,19,20 Biggest Mid-Day Losers For Thursday
EV-011873,14803,HQY,2017-02-10,2017-02,0,"Healthequity Shares Tick Slightly Lower, Now Off Session Highs as Traders Circulating Word of Hedge Eye Short Call"
EV-011874,14040,S,2017-02-10,2017-02,18,"While Sprint Investors Are On M&A Watch, Softbank Believes Carrier Can Be Profitable On Its Own"
EV-011875,93096,DG,2017-02-10,2017-02,18,Will Amazon Expand Into Brick And Mortar? Some Wall Street Analysts Are Saying Yes
EV-011876,77462,M,2017-02-10,2017-02,18,Will Amazon Expand Into Brick And Mortar? Some Wall Street Analysts Are Saying Yes
EV-011877,77462,M,2017-02-10,2017-02,10,"Grammy-Nominee Fat Joe Talks Entrepreneurial Efforts, How To Make People Millionaires"
EV-011878,81481,DLTR,2017-02-10,2017-02,10,Pete Najarian Sees Unusual Options Activity In Dollar Tree
EV-011879,78975,INTU,2017-02-10,2017-02,10,What's The Best Tax Season Play: Intuit's Turbo Tax Vs. HR Block Vs. Liberty Tax
EV-011880,86580,NVDA,2017-02-10,2017-02,1,NVIDIA Option Activity Implies A 12.8% Move Post Earnings
EV-011881,86580,NVDA,2017-02-10,2017-02,14,A Technical Look At NVIDIA
EV-011882,61241,AMD,2017-02-10,2017-02,14,A Technical Look At NVIDIA
EV-011883,12873,P,2017-02-10,2017-02,5,"Pandora Reports Q4 EPS $(0.13) vs $(0.21) Est., Sales $392.6M vs $374M Est."
EV-011884,12873,P,2017-02-10,2017-02,5,Pandora Sees Q1 Sales $310M-$320M vs $341.5M Est.; Sees FY17 Sales $1.55B-$1.7B vs $1.67B Est.
EV-011885,86580,NVDA,2017-02-10,2017-02,11,2 Surprise Standouts From TD Ameritrade's January IMX
EV-011886,77462,M,2017-02-10,2017-02,11,2 Surprise Standouts From TD Ameritrade's January IMX
EV-011887,92471,TITN,2017-02-10,2017-02,17,"Titan Machinery Announces Restructuring, Will Close 14 Locations In 1H 2017, Expects To Save $25M"
EV-011888,86580,NVDA,2017-02-10,2017-02,5,"NVIDIA Reports Q4 Adj. EPS $1.13 May Not Compare to $0.83 Est., Sales $2.17B vs $2.11B ESt."
EV-011889,86580,NVDA,2017-02-10,2017-02,1,Nvidia Sees FY18 Revenue $1.9B vs $1.88B
EV-011890,86580,NVDA,2017-02-10,2017-02,1,"NVIDIA Beats Q4 Estimates, Sales Up 55%"
EV-011891,12873,P,2017-02-10,2017-02,8,Benzinga's Option Alert Recap From February 9
EV-011892,84519,CIEN,2017-02-10,2017-02,8,Benzinga's Option Alert Recap From February 9
EV-011893,12873,P,2017-02-13,2017-02,0,Watch These 8 Huge Call Purchases In Friday Trade
EV-011894,84519,CIEN,2017-02-13,2017-02,0,Watch These 8 Huge Call Purchases In Friday Trade
EV-011895,86580,NVDA,2017-02-13,2017-02,13,"Keep an Eye on These 10 Stocks for February 10, 2017"
EV-011896,12873,P,2017-02-13,2017-02,13,"Keep an Eye on These 10 Stocks for February 10, 2017"
EV-011897,86580,NVDA,2017-02-13,2017-02,11,"GM, Intel, NVIDIA, Viacom: Fast Money Picks For February 10"
EV-011898,86580,NVDA,2017-02-13,2017-02,11,A Peek Into The Markets: U.S. Stock Futures Rise; Crude Oil Up Over 1%
EV-011899,77606,KSS,2017-02-13,2017-02,7,"Susquehanna Initiates Coverage On Kohl's At Neutral, Announces $41 Price Target"
EV-011900,77462,M,2017-02-13,2017-02,7,"Susquehanna Initiates Coverage On Macy's At Neutral, Announces $31 Price Target"
EV-011901,12873,P,2017-02-13,2017-02,11,Pandora Investors: Expect Losses Through Most Of 2017
EV-011902,15145,BOX,2017-02-13,2017-02,12,30 Stocks Moving In Friday's Pre-Market Session
EV-011903,86580,NVDA,2017-02-13,2017-02,12,30 Stocks Moving In Friday's Pre-Market Session
EV-011904,89213,WOOF,2017-02-13,2017-02,16,Benchmark Downgrades VCA To Hold
EV-011905,12873,P,2017-02-13,2017-02,10,"The Market In 5 Minutes: Following Ruling Against Immigration Ban, Trump Says 'See You In Court'"
EV-011906,86580,NVDA,2017-02-13,2017-02,10,"The Market In 5 Minutes: Following Ruling Against Immigration Ban, Trump Says 'See You In Court'"
EV-011907,77462,M,2017-02-13,2017-02,9,"Benzinga's Top Upgrades, Downgrades For February 10, 2017"
EV-011908,82598,NTAP,2017-02-13,2017-02,14,"OTR Upgrades NetApp From Negative To Mixed, Sees Sentiment Improving, Win Rates Up Slightly Though Marketing Still Challenging"
EV-011909,86580,NVDA,2017-02-13,2017-02,3,Mid-Morning Market Update: Markets Open Higher; NVIDIA Beats Q4 Views
EV-011910,12873,P,2017-02-13,2017-02,17,Matrix Capital Reports 9.99% Stake In Pandora Media
EV-011911,86580,NVDA,2017-02-13,2017-02,1,Has Nvidia Reached Peak Market Share?
